filename,shot_type,split,video_path,is_error,error_group
cut_train_029.avi,cut,train,data\dataset_v7_clean\train\cut\cut_train_029.avi,0,GOOD
cut_train_030.avi,cut,train,data\dataset_v7_clean\train\cut\cut_train_030.avi,0,GOOD
cut_train_031.avi,cut,train,data\dataset_v7_clean\train\cut\cut_train_031.avi,0,GOOD
cut_train_032.mp4,cut,train,data\dataset_v7_clean\train\cut\cut_train_032.mp4,0,GOOD
cut_train_033.avi,cut,train,data\dataset_v7_clean\train\cut\cut_train_033.avi,0,GOOD
cut_train_034.mp4,cut,train,data\dataset_v7_clean\train\cut\cut_train_034.mp4,0,GOOD
cut_train_035.avi,cut,train,data\dataset_v7_clean\train\cut\cut_train_035.avi,0,GOOD
cut_train_036.avi,cut,train,data\dataset_v7_clean\train\cut\cut_train_036.avi,0,GOOD
cut_train_037.avi,cut,train,data\dataset_v7_clean\train\cut\cut_train_037.avi,0,GOOD
cut_train_038.avi,cut,train,data\dataset_v7_clean\train\cut\cut_train_038.avi,0,GOOD
cut_train_039.avi,cut,train,data\dataset_v7_clean\train\cut\cut_train_039.avi,0,GOOD
cut_train_040.avi,cut,train,data\dataset_v7_clean\train\cut\cut_train_040.avi,0,GOOD
cut_train_041.avi,cut,train,data\dataset_v7_clean\train\cut\cut_train_041.avi,0,GOOD
cut_train_042.avi,cut,train,data\dataset_v7_clean\train\cut\cut_train_042.avi,0,GOOD
cut_train_043.avi,cut,train,data\dataset_v7_clean\train\cut\cut_train_043.avi,0,GOOD
cut_train_044.avi,cut,train,data\dataset_v7_clean\train\cut\cut_train_044.avi,0,GOOD
cut_train_045.avi,cut,train,data\dataset_v7_clean\train\cut\cut_train_045.avi,0,GOOD
cut_train_046.avi,cut,train,data\dataset_v7_clean\train\cut\cut_train_046.avi,0,GOOD
cut_train_047.avi,cut,train,data\dataset_v7_clean\train\cut\cut_train_047.avi,0,GOOD
cut_train_048.mp4,cut,train,data\dataset_v7_clean\train\cut\cut_train_048.mp4,0,GOOD
cut_train_049.mp4,cut,train,data\dataset_v7_clean\train\cut\cut_train_049.mp4,0,GOOD
cut_train_050.mp4,cut,train,data\dataset_v7_clean\train\cut\cut_train_050.mp4,0,GOOD
cut_train_051.avi,cut,train,data\dataset_v7_clean\train\cut\cut_train_051.avi,0,GOOD
cut_train_052.avi,cut,train,data\dataset_v7_clean\train\cut\cut_train_052.avi,0,GOOD
cut_train_053.avi,cut,train,data\dataset_v7_clean\train\cut\cut_train_053.avi,0,GOOD
cut_train_054.avi,cut,train,data\dataset_v7_clean\train\cut\cut_train_054.avi,0,GOOD
cut_train_055.avi,cut,train,data\dataset_v7_clean\train\cut\cut_train_055.avi,0,GOOD
cut_train_056.avi,cut,train,data\dataset_v7_clean\train\cut\cut_train_056.avi,0,GOOD
cut_train_057.mp4,cut,train,data\dataset_v7_clean\train\cut\cut_train_057.mp4,0,GOOD
cut_train_058.avi,cut,train,data\dataset_v7_clean\train\cut\cut_train_058.avi,0,GOOD
cut_train_059.avi,cut,train,data\dataset_v7_clean\train\cut\cut_train_059.avi,0,GOOD
cut_train_060.avi,cut,train,data\dataset_v7_clean\train\cut\cut_train_060.avi,0,GOOD
cut_train_061.avi,cut,train,data\dataset_v7_clean\train\cut\cut_train_061.avi,0,GOOD
cut_train_062.avi,cut,train,data\dataset_v7_clean\train\cut\cut_train_062.avi,0,GOOD
cut_train_063.avi,cut,train,data\dataset_v7_clean\train\cut\cut_train_063.avi,0,GOOD
cut_train_064.mp4,cut,train,data\dataset_v7_clean\train\cut\cut_train_064.mp4,0,GOOD
cut_train_065.mp4,cut,train,data\dataset_v7_clean\train\cut\cut_train_065.mp4,0,GOOD
cut_train_066.avi,cut,train,data\dataset_v7_clean\train\cut\cut_train_066.avi,0,GOOD
cut_train_067.avi,cut,train,data\dataset_v7_clean\train\cut\cut_train_067.avi,0,GOOD
cut_train_068.avi,cut,train,data\dataset_v7_clean\train\cut\cut_train_068.avi,0,GOOD
cut_train_069.avi,cut,train,data\dataset_v7_clean\train\cut\cut_train_069.avi,0,GOOD
cut_train_070.avi,cut,train,data\dataset_v7_clean\train\cut\cut_train_070.avi,0,GOOD
cut_train_071.mp4,cut,train,data\dataset_v7_clean\train\cut\cut_train_071.mp4,0,GOOD
cut_train_072.avi,cut,train,data\dataset_v7_clean\train\cut\cut_train_072.avi,0,GOOD
cut_train_073.avi,cut,train,data\dataset_v7_clean\train\cut\cut_train_073.avi,0,GOOD
cut_train_074.avi,cut,train,data\dataset_v7_clean\train\cut\cut_train_074.avi,0,GOOD
cut_train_075.avi,cut,train,data\dataset_v7_clean\train\cut\cut_train_075.avi,0,GOOD
cut_train_076.avi,cut,train,data\dataset_v7_clean\train\cut\cut_train_076.avi,0,GOOD
cut_train_077.avi,cut,train,data\dataset_v7_clean\train\cut\cut_train_077.avi,0,GOOD
cut_train_078.avi,cut,train,data\dataset_v7_clean\train\cut\cut_train_078.avi,0,GOOD
cut_train_079.mp4,cut,train,data\dataset_v7_clean\train\cut\cut_train_079.mp4,0,GOOD
cut_train_080.avi,cut,train,data\dataset_v7_clean\train\cut\cut_train_080.avi,0,GOOD
cut_train_081.avi,cut,train,data\dataset_v7_clean\train\cut\cut_train_081.avi,0,GOOD
cut_train_082.mp4,cut,train,data\dataset_v7_clean\train\cut\cut_train_082.mp4,0,GOOD
cut_train_083.avi,cut,train,data\dataset_v7_clean\train\cut\cut_train_083.avi,0,GOOD
cut_train_084.avi,cut,train,data\dataset_v7_clean\train\cut\cut_train_084.avi,0,GOOD
cut_train_085.avi,cut,train,data\dataset_v7_clean\train\cut\cut_train_085.avi,0,GOOD
cut_train_086.avi,cut,train,data\dataset_v7_clean\train\cut\cut_train_086.avi,0,GOOD
cut_train_087.avi,cut,train,data\dataset_v7_clean\train\cut\cut_train_087.avi,0,GOOD
cut_train_088.avi,cut,train,data\dataset_v7_clean\train\cut\cut_train_088.avi,0,GOOD
cut_train_089.avi,cut,train,data\dataset_v7_clean\train\cut\cut_train_089.avi,0,GOOD
cut_train_090.avi,cut,train,data\dataset_v7_clean\train\cut\cut_train_090.avi,0,GOOD
cut_train_091.avi,cut,train,data\dataset_v7_clean\train\cut\cut_train_091.avi,0,GOOD
cut_train_092.mp4,cut,train,data\dataset_v7_clean\train\cut\cut_train_092.mp4,0,GOOD
cut_train_093.avi,cut,train,data\dataset_v7_clean\train\cut\cut_train_093.avi,0,GOOD
cut_train_094.avi,cut,train,data\dataset_v7_clean\train\cut\cut_train_094.avi,0,GOOD
cut_train_095.avi,cut,train,data\dataset_v7_clean\train\cut\cut_train_095.avi,0,GOOD
cut_train_096.avi,cut,train,data\dataset_v7_clean\train\cut\cut_train_096.avi,0,GOOD
cut_train_097.avi,cut,train,data\dataset_v7_clean\train\cut\cut_train_097.avi,0,GOOD
cut_train_098.avi,cut,train,data\dataset_v7_clean\train\cut\cut_train_098.avi,0,GOOD
cut_train_099.avi,cut,train,data\dataset_v7_clean\train\cut\cut_train_099.avi,0,GOOD
cut_train_100.avi,cut,train,data\dataset_v7_clean\train\cut\cut_train_100.avi,0,GOOD
cut_train_101.avi,cut,train,data\dataset_v7_clean\train\cut\cut_train_101.avi,0,GOOD
cut_train_102.avi,cut,train,data\dataset_v7_clean\train\cut\cut_train_102.avi,0,GOOD
cut_train_103.mp4,cut,train,data\dataset_v7_clean\train\cut\cut_train_103.mp4,0,GOOD
cut_train_104.avi,cut,train,data\dataset_v7_clean\train\cut\cut_train_104.avi,0,GOOD
cut_train_105.mp4,cut,train,data\dataset_v7_clean\train\cut\cut_train_105.mp4,0,GOOD
cut_train_106.mp4,cut,train,data\dataset_v7_clean\train\cut\cut_train_106.mp4,0,GOOD
cut_train_107.avi,cut,train,data\dataset_v7_clean\train\cut\cut_train_107.avi,0,GOOD
cut_train_108.avi,cut,train,data\dataset_v7_clean\train\cut\cut_train_108.avi,0,GOOD
cut_train_109.avi,cut,train,data\dataset_v7_clean\train\cut\cut_train_109.avi,0,GOOD
cut_train_110.avi,cut,train,data\dataset_v7_clean\train\cut\cut_train_110.avi,0,GOOD
cut_train_111.avi,cut,train,data\dataset_v7_clean\train\cut\cut_train_111.avi,0,GOOD
cut_train_112.avi,cut,train,data\dataset_v7_clean\train\cut\cut_train_112.avi,0,GOOD
cut_train_113.avi,cut,train,data\dataset_v7_clean\train\cut\cut_train_113.avi,0,GOOD
cut_train_114.avi,cut,train,data\dataset_v7_clean\train\cut\cut_train_114.avi,0,GOOD
cut_train_115.avi,cut,train,data\dataset_v7_clean\train\cut\cut_train_115.avi,0,GOOD
cut_train_116.avi,cut,train,data\dataset_v7_clean\train\cut\cut_train_116.avi,0,GOOD
cut_train_117.mp4,cut,train,data\dataset_v7_clean\train\cut\cut_train_117.mp4,0,GOOD
cut_train_118.avi,cut,train,data\dataset_v7_clean\train\cut\cut_train_118.avi,0,GOOD
cut_train_119.avi,cut,train,data\dataset_v7_clean\train\cut\cut_train_119.avi,0,GOOD
cut_train_120.avi,cut,train,data\dataset_v7_clean\train\cut\cut_train_120.avi,0,GOOD
cut_train_121.avi,cut,train,data\dataset_v7_clean\train\cut\cut_train_121.avi,0,GOOD
cut_train_122.avi,cut,train,data\dataset_v7_clean\train\cut\cut_train_122.avi,0,GOOD
cut_train_123.avi,cut,train,data\dataset_v7_clean\train\cut\cut_train_123.avi,0,GOOD
cut_train_124.avi,cut,train,data\dataset_v7_clean\train\cut\cut_train_124.avi,0,GOOD
cut_train_125.avi,cut,train,data\dataset_v7_clean\train\cut\cut_train_125.avi,0,GOOD
cut_train_126.avi,cut,train,data\dataset_v7_clean\train\cut\cut_train_126.avi,0,GOOD
cut_train_127.avi,cut,train,data\dataset_v7_clean\train\cut\cut_train_127.avi,0,GOOD
cut_train_128.avi,cut,train,data\dataset_v7_clean\train\cut\cut_train_128.avi,0,GOOD
cut_train_129.avi,cut,train,data\dataset_v7_clean\train\cut\cut_train_129.avi,0,GOOD
cut_train_130.avi,cut,train,data\dataset_v7_clean\train\cut\cut_train_130.avi,0,GOOD
cut_train_131.mp4,cut,train,data\dataset_v7_clean\train\cut\cut_train_131.mp4,0,GOOD
cut_train_132.avi,cut,train,data\dataset_v7_clean\train\cut\cut_train_132.avi,0,GOOD
cut_train_133.avi,cut,train,data\dataset_v7_clean\train\cut\cut_train_133.avi,0,GOOD
cut_train_134.avi,cut,train,data\dataset_v7_clean\train\cut\cut_train_134.avi,0,GOOD
cut_train_135.avi,cut,train,data\dataset_v7_clean\train\cut\cut_train_135.avi,0,GOOD
cut_train_136.avi,cut,train,data\dataset_v7_clean\train\cut\cut_train_136.avi,0,GOOD
cut_train_137.avi,cut,train,data\dataset_v7_clean\train\cut\cut_train_137.avi,0,GOOD
cut_train_138.avi,cut,train,data\dataset_v7_clean\train\cut\cut_train_138.avi,0,GOOD
cut_train_139.avi,cut,train,data\dataset_v7_clean\train\cut\cut_train_139.avi,0,GOOD
cut_train_140.avi,cut,train,data\dataset_v7_clean\train\cut\cut_train_140.avi,0,GOOD
cut_train_141.avi,cut,train,data\dataset_v7_clean\train\cut\cut_train_141.avi,0,GOOD
cut_train_142.avi,cut,train,data\dataset_v7_clean\train\cut\cut_train_142.avi,0,GOOD
cut_train_143.avi,cut,train,data\dataset_v7_clean\train\cut\cut_train_143.avi,0,GOOD
cut_train_144.avi,cut,train,data\dataset_v7_clean\train\cut\cut_train_144.avi,0,GOOD
cut_train_145.avi,cut,train,data\dataset_v7_clean\train\cut\cut_train_145.avi,0,GOOD
cut_train_146.avi,cut,train,data\dataset_v7_clean\train\cut\cut_train_146.avi,0,GOOD
cut_train_147.mp4,cut,train,data\dataset_v7_clean\train\cut\cut_train_147.mp4,0,GOOD
cut_train_148.avi,cut,train,data\dataset_v7_clean\train\cut\cut_train_148.avi,0,GOOD
cut_train_149.avi,cut,train,data\dataset_v7_clean\train\cut\cut_train_149.avi,0,GOOD
cut_train_150.avi,cut,train,data\dataset_v7_clean\train\cut\cut_train_150.avi,0,GOOD
cut_train_151.avi,cut,train,data\dataset_v7_clean\train\cut\cut_train_151.avi,0,GOOD
cut_train_152.avi,cut,train,data\dataset_v7_clean\train\cut\cut_train_152.avi,0,GOOD
cut_train_153.avi,cut,train,data\dataset_v7_clean\train\cut\cut_train_153.avi,0,GOOD
cut_train_154.avi,cut,train,data\dataset_v7_clean\train\cut\cut_train_154.avi,0,GOOD
cut_train_155.avi,cut,train,data\dataset_v7_clean\train\cut\cut_train_155.avi,0,GOOD
cut_train_156.avi,cut,train,data\dataset_v7_clean\train\cut\cut_train_156.avi,0,GOOD
cut_train_157.avi,cut,train,data\dataset_v7_clean\train\cut\cut_train_157.avi,0,GOOD
cut_train_158.mp4,cut,train,data\dataset_v7_clean\train\cut\cut_train_158.mp4,0,GOOD
cut_train_159.avi,cut,train,data\dataset_v7_clean\train\cut\cut_train_159.avi,0,GOOD
cut_train_160.avi,cut,train,data\dataset_v7_clean\train\cut\cut_train_160.avi,0,GOOD
cut_train_161.avi,cut,train,data\dataset_v7_clean\train\cut\cut_train_161.avi,0,GOOD
cut_train_162.avi,cut,train,data\dataset_v7_clean\train\cut\cut_train_162.avi,0,GOOD
cut_train_163.avi,cut,train,data\dataset_v7_clean\train\cut\cut_train_163.avi,0,GOOD
cut_train_164.avi,cut,train,data\dataset_v7_clean\train\cut\cut_train_164.avi,0,GOOD
cut_train_165.avi,cut,train,data\dataset_v7_clean\train\cut\cut_train_165.avi,0,GOOD
cut_train_166.avi,cut,train,data\dataset_v7_clean\train\cut\cut_train_166.avi,0,GOOD
cut_train_167.mp4,cut,train,data\dataset_v7_clean\train\cut\cut_train_167.mp4,0,GOOD
cut_train_168.avi,cut,train,data\dataset_v7_clean\train\cut\cut_train_168.avi,0,GOOD
cut_train_169.avi,cut,train,data\dataset_v7_clean\train\cut\cut_train_169.avi,0,GOOD
cut_train_170.avi,cut,train,data\dataset_v7_clean\train\cut\cut_train_170.avi,0,GOOD
cut_train_171.avi,cut,train,data\dataset_v7_clean\train\cut\cut_train_171.avi,0,GOOD
cut_train_172.avi,cut,train,data\dataset_v7_clean\train\cut\cut_train_172.avi,0,GOOD
cut_train_173.mp4,cut,train,data\dataset_v7_clean\train\cut\cut_train_173.mp4,0,GOOD
cut_train_174.avi,cut,train,data\dataset_v7_clean\train\cut\cut_train_174.avi,0,GOOD
cut_train_175.avi,cut,train,data\dataset_v7_clean\train\cut\cut_train_175.avi,0,GOOD
cut_train_176.avi,cut,train,data\dataset_v7_clean\train\cut\cut_train_176.avi,0,GOOD
cut_train_177.avi,cut,train,data\dataset_v7_clean\train\cut\cut_train_177.avi,0,GOOD
cut_train_178.avi,cut,train,data\dataset_v7_clean\train\cut\cut_train_178.avi,0,GOOD
cut_train_179.avi,cut,train,data\dataset_v7_clean\train\cut\cut_train_179.avi,0,GOOD
cut_train_180.avi,cut,train,data\dataset_v7_clean\train\cut\cut_train_180.avi,0,GOOD
cut_train_181.avi,cut,train,data\dataset_v7_clean\train\cut\cut_train_181.avi,0,GOOD
cut_train_182.mp4,cut,train,data\dataset_v7_clean\train\cut\cut_train_182.mp4,0,GOOD
cut_train_183.avi,cut,train,data\dataset_v7_clean\train\cut\cut_train_183.avi,0,GOOD
cut_train_184.avi,cut,train,data\dataset_v7_clean\train\cut\cut_train_184.avi,0,GOOD
cut_train_185.avi,cut,train,data\dataset_v7_clean\train\cut\cut_train_185.avi,0,GOOD
cut_train_186.avi,cut,train,data\dataset_v7_clean\train\cut\cut_train_186.avi,0,GOOD
cut_train_187.avi,cut,train,data\dataset_v7_clean\train\cut\cut_train_187.avi,0,GOOD
cut_train_188.mp4,cut,train,data\dataset_v7_clean\train\cut\cut_train_188.mp4,0,GOOD
cut_train_189.mp4,cut,train,data\dataset_v7_clean\train\cut\cut_train_189.mp4,0,GOOD
cut_train_190.avi,cut,train,data\dataset_v7_clean\train\cut\cut_train_190.avi,0,GOOD
cut_train_191.avi,cut,train,data\dataset_v7_clean\train\cut\cut_train_191.avi,0,GOOD
cut_train_192.avi,cut,train,data\dataset_v7_clean\train\cut\cut_train_192.avi,0,GOOD
cut_train_193.avi,cut,train,data\dataset_v7_clean\train\cut\cut_train_193.avi,0,GOOD
cut_train_194.avi,cut,train,data\dataset_v7_clean\train\cut\cut_train_194.avi,0,GOOD
cut_train_195.avi,cut,train,data\dataset_v7_clean\train\cut\cut_train_195.avi,0,GOOD
cut_train_196.avi,cut,train,data\dataset_v7_clean\train\cut\cut_train_196.avi,0,GOOD
cut_train_197.avi,cut,train,data\dataset_v7_clean\train\cut\cut_train_197.avi,0,GOOD
cut_train_198.avi,cut,train,data\dataset_v7_clean\train\cut\cut_train_198.avi,0,GOOD
cut_train_199.avi,cut,train,data\dataset_v7_clean\train\cut\cut_train_199.avi,0,GOOD
cut_train_200.avi,cut,train,data\dataset_v7_clean\train\cut\cut_train_200.avi,0,GOOD
cut_train_201.avi,cut,train,data\dataset_v7_clean\train\cut\cut_train_201.avi,0,GOOD
cut_train_202.mp4,cut,train,data\dataset_v7_clean\train\cut\cut_train_202.mp4,0,GOOD
cut_train_203.avi,cut,train,data\dataset_v7_clean\train\cut\cut_train_203.avi,0,GOOD
cut_train_204.avi,cut,train,data\dataset_v7_clean\train\cut\cut_train_204.avi,0,GOOD
cut_train_205.avi,cut,train,data\dataset_v7_clean\train\cut\cut_train_205.avi,0,GOOD
cut_train_206.avi,cut,train,data\dataset_v7_clean\train\cut\cut_train_206.avi,0,GOOD
cut_train_207.avi,cut,train,data\dataset_v7_clean\train\cut\cut_train_207.avi,0,GOOD
cut_train_208.mp4,cut,train,data\dataset_v7_clean\train\cut\cut_train_208.mp4,0,GOOD
cut_train_209.mp4,cut,train,data\dataset_v7_clean\train\cut\cut_train_209.mp4,0,GOOD
cut_train_210.avi,cut,train,data\dataset_v7_clean\train\cut\cut_train_210.avi,0,GOOD
cut_train_211.avi,cut,train,data\dataset_v7_clean\train\cut\cut_train_211.avi,0,GOOD
cut_train_212.avi,cut,train,data\dataset_v7_clean\train\cut\cut_train_212.avi,0,GOOD
cut_train_213.mp4,cut,train,data\dataset_v7_clean\train\cut\cut_train_213.mp4,0,GOOD
cut_train_214.avi,cut,train,data\dataset_v7_clean\train\cut\cut_train_214.avi,0,GOOD
cut_train_215.avi,cut,train,data\dataset_v7_clean\train\cut\cut_train_215.avi,0,GOOD
cut_train_216.avi,cut,train,data\dataset_v7_clean\train\cut\cut_train_216.avi,0,GOOD
cut_train_217.avi,cut,train,data\dataset_v7_clean\train\cut\cut_train_217.avi,0,GOOD
cut_train_218.avi,cut,train,data\dataset_v7_clean\train\cut\cut_train_218.avi,0,GOOD
cut_train_219.avi,cut,train,data\dataset_v7_clean\train\cut\cut_train_219.avi,0,GOOD
cut_train_220.avi,cut,train,data\dataset_v7_clean\train\cut\cut_train_220.avi,0,GOOD
cut_train_221.avi,cut,train,data\dataset_v7_clean\train\cut\cut_train_221.avi,0,GOOD
cut_train_222.avi,cut,train,data\dataset_v7_clean\train\cut\cut_train_222.avi,0,GOOD
cut_train_223.avi,cut,train,data\dataset_v7_clean\train\cut\cut_train_223.avi,0,GOOD
