elbow_angle,front_knee,bat_angle,hip_rotation,head_drift,back_lift,class,video
88.26635339784627,172.86594928585907,61.2015013240189,172.41151656837346,79.29615527391434,0.0,Cut Shot,cut (239).mp4
156.5061801064167,113.02584353782382,90.96842920350318,64.47110742918073,88.71498107910156,62.32695430517197,Cut Shot,cut (257).mp4
164.86576042298185,147.33306143808576,79.71354960225162,84.79543091430949,78.77823412418365,20.86280956864357,Cut Shot,cut (217).mp4
148.5359924814732,160.25046812194742,85.63783297679308,171.78947484408917,104.95707094669342,31.127595156431198,Cut Shot,cut (293).mp4
138.02268725728328,141.1840144927042,91.25971129883503,133.6048542370983,94.10673081874847,38.3403405547142,Cut Shot,cut (411).mp4
171.59538456621993,174.0050442497273,86.79368994277274,3.479773906403261,117.5836768001318,53.43351811170578,Sweep Shot,aug_slow_down_546_sweep (123).mp4
142.2920282250597,176.9633162593584,93.91426743397952,3.8295006658544657,105.66504672169685,57.73297920823097,Sweep Shot,aug_slow_down_245_sweep (424).mp4
136.0952582775254,148.52199896335355,72.50736843104619,162.834391951456,36.757099628448486,0.0,Sweep Shot,aug_slow_down_20_sweep (391).mp4
162.12899523346272,174.22915731345432,94.16503863763464,64.6017880665099,44.966159760951996,0.698186457157135,Sweep Shot,sweep (447).mp4
157.2085826784406,176.9966012864027,89.67282735298514,71.69471272632563,105.82252070307732,29.779626429080963,Sweep Shot,sweep (433).mp4
54.93422948442022,103.89137729508577,67.92146637192734,157.78999029560526,101.02581232786179,5.4258376359939575,Sweep Shot,sweep (536).mp4
170.98045052652415,132.6369933108191,84.22498770983425,171.6748815893881,136.66395416948944,91.34786948561668,Sweep Shot,sweep (63).mp4
99.6399905867049,120.07468854113749,96.7176337810825,97.11079075054784,109.84024032950401,61.64279207587242,Sweep Shot,aug_slow_down_288_sweep (184).mp4
165.3956814314391,171.8070633676966,83.44883105640812,74.05827553101692,109.87101905047894,24.440740048885345,Sweep Shot,aug_speed_up_375_sweep (142).mp4
166.06251416876518,164.00396221693967,85.99520189751908,156.69899436504363,77.83612310886383,28.768077492713928,Sweep Shot,sweep (390).mp4
159.00266617816106,176.27050088896314,81.40748411013335,12.976905651303742,69.47771459817886,0.0,Defense,aug_slow_down_377_defense (428).mp4
110.01659178959805,158.73841912895185,80.38866930871274,71.29660709692844,122.89103865623474,0.0,Defense,defense (170).mp4
123.0206854941188,108.79625688756789,88.62704432789005,70.8513251794659,93.01826506853104,42.56073087453842,Defense,aug_speed_up_248_defense (375).mp4
136.9584429249612,173.2706232630121,64.52210518229434,138.74438003543997,71.47683203220367,28.81358712911606,Defense,aug_mirror_538_defense (73).mp4
143.08225387983674,116.91853083869304,87.33414748525323,94.60162623902991,93.4380479156971,85.93005836009979,Defense,defense (106).mp4
98.89458238375092,174.7567905024802,81.72496261034765,86.98903870406559,120.76288685202599,45.945508778095245,Defense,defense (427).mp4
173.5081220441231,178.3782669601756,84.83236566595254,10.883404905267744,81.56762644648552,56.939637660980225,Defense,aug_slow_down_173_defense (215).mp4
168.16215610224396,170.1793992832651,98.64430276217797,153.3328877348747,110.69213263690472,47.0306470990181,Defense,aug_slow_down_154_defense (373).mp4
117.77149070991334,174.67338042927105,99.34689364781406,62.10787518827213,62.97177150845528,37.205687165260315,Defense,aug_mirror_316_defense (487).mp4
144.0453799072439,169.5061219074592,86.18882988473732,171.63773185651084,120.34430876374245,69.85024064779282,Defense,defense (82).mp4
